keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
devastation,"Chiclana, Cádiz",dame helen mirren urge work together keep plant disease xylella warning devastation,1,83,12,83,6.916666666666667,0,0,0,0
chemical%20emergency,East of England,eeast currently scene large chemical incident westthurrock working alongside emergency service,1,94,11,94,8.545454545454545,0,0,0,0
hijack,Unknown,isi terror plot averted time unmasks sinister terror plot hatched module islamist radical hijack,1,96,14,96,6.857142857142857,0,0,0,0
lightning,"Venus,Milkyway#themorningstar ",camper pitched tent within stonesduring night thunderstorm raged lightning struck,1,81,10,81,8.1,0,0,0,0
rescued,"Eau Claire, WI",two young men charged allegedly stealing car infant still inside child parent wer,1,81,13,81,6.230769230769231,0,0,0,0
displaced,Israel 🇮🇱,indonesia devastating flood people died displaced past israel offered humanita,1,78,10,78,7.8,0,0,0,0
apocalypse,Themyscira,survived london rush hour tube ride basically like surviving zombie apocalypse,1,78,11,78,7.090909090909091,0,0,0,0
tornado,Unknown,myradarwx aaronjayjack severe storm tornado warning overtaking corridor near gainesville,1,88,10,88,8.8,0,0,0,0
displaced,Unknown,meanwhile southerncameroons crop destroyed military bring famine people amp,1,75,9,75,8.333333333333334,0,0,0,0
refugees,Unknown,nonmuslim refugee detected uttar pradesh government district pilibhit alone,1,75,9,75,8.333333333333334,0,0,0,0
natural%20disaster,Canberra,kind wish badly floodstruck people sistan baluchistan province iran experie,1,75,10,75,7.5,0,0,0,0
deaths,UTP,perak active chikungunya outbreak locality identified including batang padang kuala kangsar larut,1,97,12,97,8.083333333333334,0,0,0,0
dust%20storm,UK,monster dust storm blanket several australian state,1,51,7,51,7.285714285714286,0,0,0,0
explosion,Unknown,watch enormous sinkhole swallowed bus pedestrian northwest china sparking explosion killing six peopl,1,101,13,101,7.769230769230769,0,0,0,0
airplane%20accident,"California, USA",like iran shooting airplane accident,1,36,5,36,7.2,0,0,0,0
earthquake,"Atlanta, GA",fellow american puerto rico use support week earthquake shown enduring spirit,1,77,11,77,7.0,0,0,0,0
violent%20storm,Devon UK,status red gale warning storm force south southwest wind continuing time irish coastal wate,1,91,14,91,6.5,0,0,0,0
curfew,South Africa,nigerian navy imposes curfew ondo killing personnel missing arm,1,63,9,63,7.0,0,0,0,0
floods,"Karachi , Pakistan",literally two week already seen australian fire volcano philippine record breaki,1,80,11,80,7.2727272727272725,0,0,0,0
mass%20murderer,Unknown,marivan western iran brave youth set fire large poster mullah irgc quds force chief qasem soleiman,1,98,16,98,6.125,0,0,0,0
nuclear%20reactor,Unknown,arcanine discovered hiding next ominous nuclear reactor,1,55,7,55,7.857142857142857,0,0,0,0
first%20responders,"Coquitlam, British Columbia",first responder onscene possible overdose call inside tim hortons lougheed mall one patient transported,1,103,14,103,7.357142857142857,0,0,0,0
volcano,"dance, dance, with me!",taalvolcanoashfall taalerruption update taal volcano calm bit expected erupt coming hou,1,87,11,87,7.909090909090909,0,0,0,0
crash,Nigeria,three kwankwasiyya member killed auto crash news fact news online,1,65,10,65,6.5,0,0,0,0
dust%20storm,UK,monster dust storm blanket several australian state,1,51,7,51,7.285714285714286,0,0,0,0
earthquake,"Brighton & Hove, UK",quake causing weak shaking near culverden,1,41,6,41,6.833333333333333,0,0,0,0
fire%20truck,India,modi shah gundas set fire truck loaded plastic chair mangaluru parked ground public,1,83,13,83,6.384615384615385,0,0,0,0
fatality,That big hole in Mirny,year since meghans exhusband tragically killed drunkenly flew raf helicopter borrow,1,83,11,83,7.545454545454546,0,0,0,0
terrorist,Unknown,british police classified extinction rebellion extremist organisation spokesman said year old,1,93,11,93,8.454545454545455,0,0,0,0
survived,New Zealand,comment nobody care dead driver care title anyway get well soon though,1,70,12,70,5.833333333333333,0,0,0,0
panic,Kannur / Bangalore / Dubai,watch panic among bank depositor bangalore must speak modi scare,1,64,10,64,6.4,0,0,0,0
collapsed,Unknown,earthquake puerto rico last day earth keep shaking family sleeping,1,66,10,66,6.6,0,0,0,0
thunderstorm,United States,blacksburg nwsblacksburg severe thunderstorm warning including lynchburg timberlake madison heig,1,96,10,96,9.6,0,0,0,0
eyewitness,"Bangalore, India",autopsy found shot time leg broken indicating severe physical assault,1,69,10,69,6.9,0,0,0,0
buildings%20burning,New York City,massive fire burning apartment building construction neighboring building new jersey,1,84,10,84,8.4,0,0,0,0
drown,Fuckwit City,sign justice dog tied rock dumped river drown,1,45,8,45,5.625,0,0,0,0
windstorm,Unknown,violent windstorm mean powerful north atlantic windstorm delivered violent hurricaneforce,1,89,10,89,8.9,0,0,0,0
collision,Unknown,anticlockwise thorpe lane amp lane closure place due traffic collision trafficoffic,1,83,11,83,7.545454545454546,0,0,0,0
ablaze,Unknown,cow today local factory sadly still ablaze redjanuary,1,53,8,53,6.625,0,0,0,0
epicentre,"Québec, Canada",hunh turn epicentre morning earthquake mere mile place guess,1,60,9,60,6.666666666666667,0,0,0,0
emergency%20services,"Melbourne, Victoria",smokey melbourne today destruction impact bushfiresaustralia seems unrelenting deep gratitud,1,92,10,92,9.2,0,0,0,0
outbreak,"Islamabad, Pakistan",greta might want raise issue locust outbreak southern part pakistan locu,1,72,11,72,6.545454545454546,0,0,0,0
panic,"Jos, Nigeria.",guy know creepy keep following lady give attention street,1,57,9,57,6.333333333333333,0,0,0,0
explosion,Unknown,massive bomb explosion tonight stockholm sweden could heard across city must largest bomb sthlm,1,95,14,95,6.785714285714286,0,0,0,0
heat%20wave,"Chandigarh, India",bihar district magistrate issue order close school heat wave instead cold wave,1,78,12,78,6.5,0,0,0,0
lava,"Sydney, New South Wales",watch live taal volcano spews lava via,1,38,7,38,5.428571428571429,0,0,0,0
hazardous,"London, England",none news medium reporting melbourne air quality drop hazardous level bushfire smo,1,82,12,82,6.833333333333333,0,0,0,0
wildfire,Hollywood-adjacent,wildfire may seem natural pollution event going win particle even,1,65,10,65,6.5,0,0,0,0
chemical%20emergency,"London, UK",news say expecting hour rather day chemical incident west thurrock resolved,1,75,11,75,6.818181818181818,0,0,0,0
injuries,Unknown,two cruciate ligament injury one game bad day young serie star,1,62,11,62,5.636363636363637,0,0,0,0
avalanche,Vancouver,skier caught avalanche banff national park friday died injury,1,61,9,61,6.777777777777778,0,0,0,0
body%20bag,"Cork, Ireland",investigation underway following discovery body part bag outside house coolock,1,78,10,78,7.8,0,0,0,0
outbreak,"Louisville, KY",neverbeforeseen virus china outbreak kill one spread thailand via science news,1,78,11,78,7.090909090909091,0,0,0,0
blaze,"Nairobi, Kenya",blaze buff kill,1,15,3,15,5.0,0,0,0,0
wild%20fires,Unknown,turn australia blazing climate change blazing vast amount arsonist started,1,74,10,74,7.4,0,0,0,0
evacuated,London,lightning taal volcano phillipines volcano erupted since volcano kilometre,1,74,9,74,8.222222222222221,0,0,0,0
quarantined,"Los Angeles, CA",know quarantined infect rest,1,28,4,28,7.0,0,0,0,0
ambulance,Republic of Ireland.,fire engulfs ambulance conveying corpse catholic priest mother streetjournal,1,76,9,76,8.444444444444445,0,0,0,0
oil%20spill,Nomad,ssot cry innocent citizen subjected careless leakage careless oil company look work thi,1,87,13,87,6.6923076923076925,0,0,0,0
wreckage,Unknown,little wreckage found photographed many example shooting plane kill one two,1,75,11,75,6.818181818181818,0,0,0,0
epicentre,Unknown,cudgewa epicentre fire near corryong pasture paddock burnt house burnt stock loss cat,1,85,13,85,6.538461538461538,0,0,0,0
emergency%20services,United Kingdom,emergency service called collision near maidstone read,1,54,7,54,7.714285714285714,0,0,0,0
displaced,Unknown,let help provide relief response displaced family fellow filipino affected recent taal volca,1,92,13,92,7.076923076923077,0,0,0,0
smoke,Hull,bushfire smoke plume destined reach australia circling globe nasa predicts,1,74,10,74,7.4,0,0,0,0
thunderstorm,Unknown,dev severe thunderstorm warning cst lincoln copiah franklin jefferson,1,69,9,69,7.666666666666667,0,0,0,0
arson,Washington State,viral false claim nearly arsonist behind australia fire explained hannity,1,73,10,73,7.3,0,0,0,0
inundated,"Los Angeles, CA",australia indonesia facing climate disaster sinking capital jakarta surrounding,1,79,9,79,8.777777777777779,0,0,0,0
damage,Unknown,yearold white man shoot black apartment manager leg water damage unit,1,69,11,69,6.2727272727272725,0,0,0,0
cliff%20fall,Canada 🇨🇦,british model madalyn davis sydney cliff fall,1,45,7,45,6.428571428571429,0,0,0,0
collision,Ireland,thanks letting know desmond collision added heavy delay area,1,60,9,60,6.666666666666667,0,0,0,0
epicentre,Americas | United Kingdom,hiv stigmabase south africa epicentre hiv pandemic world highest number new,1,75,11,75,6.818181818181818,0,0,0,0
dead,Unknown,washington national prospect fausto segura dead motorcycle crash,1,64,8,64,8.0,0,0,0,0
crashed,"Tucson, AZ",boeing employee mocked lion air staff seeking max training calling idiot year later people died,1,95,15,95,6.333333333333333,0,0,0,0
drown,Fuckwit City,sign justice dog tied rock dumped river drown,1,45,8,45,5.625,0,0,0,0
wreckage,Alberta,deceased trucker found wreckage went unnoticed hour,1,51,7,51,7.285714285714286,0,0,0,0
tornado,"Snellville, GA",parent heartbroken tornado damage school union grove waay,1,57,8,57,7.125,0,0,0,0
emergency,"Basse-Normandie, France",australia fire update animal rescue team continues look sign life kangaroo island amp provide care,1,98,15,98,6.533333333333333,0,0,0,0
sinkhole,"Dallas,Texas",killed china massive exploding sinkhole swallow bus passenger board photo amp video,1,83,12,83,6.916666666666667,0,0,0,0
hijacking,"Mumbai, India",sunday davinder singh posted strategic antihijacking team srinagar airport arrested along wit,1,93,12,93,7.75,0,0,0,0
hazardous,Unknown,hazardous eruption possibility philippine volcano erupts via another natu,1,73,9,73,8.11111111111111,0,0,0,0
threat,Unknown,amp entire freeworld must recognize china pose huge threat humanrights democracy amp ultimately,1,95,13,95,7.3076923076923075,0,0,0,0
displaced,Unknown,day amp facing another natural disaster taalvolcano south manila currently erupting,1,83,11,83,7.545454545454546,0,0,0,0
drown,South Africa,petition sign justice dog tied rock dumped river drown,1,54,9,54,6.0,0,0,0,0
smoke,"Kyoto, Japan",melbourne air quality worst world bushfires continue burn across victoria australia news,1,88,12,88,7.333333333333333,0,0,0,0
annihilation,"Baltimore, MD",speaking atrocity annihilation christian across middle east committed muslim daily sat,1,86,11,86,7.818181818181818,0,0,0,0
mass%20murderer,Unknown,marivan western iran brave youth set fire large poster mullah irgc quds force chief qasem soleiman,1,98,16,98,6.125,0,0,0,0
injury,Somewhere drinking Hennessy,new article blog focused whether arsenal cope torreiras injury,1,62,9,62,6.888888888888889,0,0,0,0
injuries,UK,jalopnik michigan mph speed limit lead speeding crash injury report,1,67,10,67,6.7,0,0,0,0
crash,"Cape Cod, Massachusetts USA",barnstable police six transported hospital following multicar crash involving mashpee ambulance,1,95,11,95,8.636363636363637,0,0,0,0
ablaze,Unknown,communal violence bhainsa telangana stone pelted muslim house house vehicle set ablaze,1,86,12,86,7.166666666666667,0,0,0,0
airplane%20accident,"Vaughan, Ontario",saying shooting airplane innocent people accident bruh,1,54,7,54,7.714285714285714,0,0,0,0
displaced,Unknown,indonesia devastating flood people died displaced past israel offered humanitaria,1,81,10,81,8.1,0,0,0,0
drowned,Africa,body zimbabwe park ranger found lake kariba authority suspect escaped poacher via,1,81,12,81,6.75,0,0,0,0
whirlwind,Carlisle,whirlwind hour branthwaite potential transfer nobody boardcoaching staff knew anything,1,86,10,86,8.6,0,0,0,0
sinkhole,Unknown,enormous sinkhole swallow bus passenger china killing least people,1,66,9,66,7.333333333333333,0,0,0,0
collision,"Cambridge, UK",unusual sort collision,1,22,3,22,7.333333333333333,0,0,0,0
eyewitness,"Connecticut, USA",breaking news four people found dead florida could possible tie connecticut latest tha,1,86,13,86,6.615384615384615,0,0,0,0
crashed,Abu Dhabi,breaking ukrainian president volodymyr zelensky say passenger crew member board ukrainian boei,1,94,12,94,7.833333333333333,0,0,0,0
wildfire,Unknown,photographer shooting australia wildfire time captured devastation one click,1,76,9,76,8.444444444444445,0,0,0,0
aftershock,"Katowice, Poland",quick comparison ongoing puerto rico earthquake sequence central california sequenc,1,83,10,83,8.3,0,0,0,0
rescued,"Eau Claire, WI",two young men charged allegedly stealing car infant still inside child parent wer,1,81,13,81,6.230769230769231,0,0,0,0
army,New York City & a Vegetarian,army two paratrooper killed roadside bomb afghanistan,1,53,7,53,7.571428571428571,0,0,0,0
injuries,"Seattle, WA",another picture scene courtesy longoria approximately car involved numerous separate collision,1,94,11,94,8.545454545454545,0,0,0,0
survivors,Estados Unidos,trump life texas worth life puerto rico within nine day hurricane harvey irma survi,1,83,14,83,5.928571428571429,0,0,0,0
avalanche,Another World♥️♦️♠️♣️🃏💫⭐︎,respected friend hello tweeterworld namaste gmorning everyone avalanche effect shimla india enjoy,1,97,12,97,8.083333333333334,0,0,0,0
bombing,Unknown,area active shooter bombing kind terror receiving news family memb,1,66,10,66,6.6,0,0,0,0
displaced,"California, USA, Earth",thousand puertorico still permanent shelter magnitude earthquake strongest earthquake,1,85,9,85,9.444444444444445,0,0,0,0
collision,"North West, England",pilsworth heywood towards simisterisland lane closed due collision,1,66,8,66,8.25,0,0,0,0
arsonist,Unknown,fke news none bush fire victoria lit arsonist,1,45,8,45,5.625,0,0,0,0
emergency,"Basse-Normandie, France",australia fire update animal rescue team continues look sign life kangaroo island amp provide care,1,98,15,98,6.533333333333333,0,0,0,0
razed,Planet Earth,city sparta sacked razed ground gothic king alaric already,1,58,9,58,6.444444444444445,0,0,0,0
buildings%20on%20fire,"Pittsburgh, PA",displaced home business owner shut transit system burned adjacent home building solutio,1,87,12,87,7.25,0,0,0,0
injured,LiberalsR VIRTUE SIGNALLINGpos,breaking news oppressive force islamic republic tehran fired people several people inj,1,86,12,86,7.166666666666667,0,0,0,0
bomb,Unknown,bomb van shooting attack suspect could killed people football field away official said,1,86,13,86,6.615384615384615,0,0,0,0
collapsed,London,tooley street direction junction abbot lane collapsed manhole cover,1,67,9,67,7.444444444444445,0,0,0,0
